Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Assay	Annotation	Action	Modification	Source	Reference	Note
RPB7	YDR404C	SPT5	YML010W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB7	YDR404C	RPO26	YPR187W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB7	YDR404C	RPB2	YOR151C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB7	YDR404C	RPB8	YOR224C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB7	YDR404C	RPB2	YOR151C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB7	YDR404C	TFG2	YGR005C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB7	YDR404C	RPB9	YGL070C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB8	YOR224C	RPA43	YOR340C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB8	YOR224C	RPA190	YOR341W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB8	YOR224C	RPA135	YPR010C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB8	YOR224C	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB8	YOR224C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	RPB2	YOR151C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	RPB4	YJL140W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	RPO26	YPR187W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	TAF14	YPL129W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	TFG1	YGR186W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	TFG2	YGR005C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	TFG2	YGR005C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPB9	YGL070C	RPO26	YPR187W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC11	YDR045C	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC11	YDR045C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC17	YJL011C	SEC8	YPR055W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC17	YJL011C	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC17	YJL011C	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC17	YJL011C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC19	YNL113W	RPA135	YPR010C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC19	YNL113W	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC19	YNL113W	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC53	YDL150W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RET1	YOR207C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC37	YKR025W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC53	YDL150W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPB10	YOR210W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPB8	YOR224C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPO26	YPR187W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC25	YKL144C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC31	YNL151C	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC31	YNL151C	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC31	YNL151C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC31	YNL151C	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC31	YNL151C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RET1	YOR207C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPB8	YOR224C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC34	YNR003C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC37	YKR025W	RPC53	YDL150W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC37	YKR025W	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC37	YKR025W	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC37	YKR025W	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC37	YKR025W	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC37	YKR025W	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC40	YPR110C	RPO26	YPR187W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC40	YPR110C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC40	YPR110C	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	END3	YNL084C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RET1	YOR207C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC17	YJL011C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC19	YNL113W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC34	YNR003C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RET1	YOR207C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPB8	YOR224C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC31	YNL151C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPO26	YPR187W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPO31	YOR116C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC40	YPR110C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPC53	YDL150W	RPC82	YPR190C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	CTI6	YPL181W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	EAF3	YPR023C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	RPL33A	YPL143W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	SIN3	YOL004W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	TOP1	YOL006C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	UME1	YPL139C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	SIN3	YOL004W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	UME1	YPL139C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	CTI6	YPL181W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPD3	YNL330C	EAF3	YPR023C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	SPB4	YFL002C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	NSA1	YGL111W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	HAS1	YMR290C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	NSA1	YGL111W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	RPL20A	YMR242C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	RPL5	YPL131W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	NOP15	YNL110C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	BRX1	YOL077C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	NOC2	YOR206W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	YTM1	YOR272W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	PUF6	YDR496C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	RPL8B	YLL045C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	NOP2	YNL061W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	LOC1	YFR001W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	RPL4B	YDR012W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	TIF6	YPR016C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF1	YHR088W	RPL7A	YGL076C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	ARX1	YDR101C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	DBP10	YDL031W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	DRS1	YLL008W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	ERB1	YMR049C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	FPR4	YLR449W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NIP7	YPL211W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOC2	YOR206W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOG1	YPL093W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOP2	YNL061W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RLP7	YNL002C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL3	YOR063W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RRP1	YDR087C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	SPB4	YFL002C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOC3	YLR002C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOP15	YNL110C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOP7	YGR103W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	SDA1	YGR245C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	TIF6	YPR016C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	YTM1	YOR272W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL11B	YGR085C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	TIF6	YPR016C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOG2	YNR053C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL25	YOL127W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	BUD20	YLR074C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NOG2	YNR053C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	BRX1	YOL077C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	DBP9	YLR276C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	HAS1	YMR290C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	NSA1	YGL111W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	PUF6	YDR496C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RIX7	YLL034C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL20A	YMR242C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL7B	YPL198W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL5	YPL131W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	MAK21	YDR060W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL1A	YPL220W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RPL4B	YDR012W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPF2	YKR081C	RRP5	YMR229C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	HCR1	YLR192C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	NIP1	YMR309C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	RLI1	YDR091C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	RPS4A	YJR145C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	RPS7A	YOR096W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	RPS9A	YPL081W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	SUI2	YJR007W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	SUI3	YPL237W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	TIF34	YMR146C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	TIF35	YDR429C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	HCR1	YLR192C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	NIP1	YMR309C	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	TIF5	YPR041W	Affinity Capture-MS	high-throughput	Hit-Bait	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	PRT1	YOR361C	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
RPG1	YBR079C	RPS0A	YGR214W	Affinity Capture-MS	high-throughput	Bait-Hit	No Modification	BioGRID	Gavin AC, et al. (2006) PMID:16429126	
